Circuit QASM File Name Before Optimization,Circuit QASM File Name After Optimization,Circuit Qubit Count,Compilation Time (seconds),Two-Qubit Gate Count Before Optimization,Two-Qubit Gate Count After Optimization,Two-Qubit Gate Depth Before Optimization,Two-Qubit Gate Depth After Optimization,Gate Count Before Optimization,Gate Count After Optimization,Gate Set Before Optimization,Gate Set After Optimization,Partitioner,Optimization Algorithm,Optimization Algorithm Success Threshold,Optimization Algorithm Replace Filter,Partitioner Block Size,Multistart Value,Average Number of Gates in Each Partition Before Optimization,Average Number of Gates in Each Partition After Optimization,Average Number of Two-Qubit Gates in Each Partition Before Optimization,Average Number of Two-Qubit Gates in Each Partition After Optimization,Optimization Level,Randomly Generated Circuit,Framework
qiskit_dtc_28_7.252_72520,qiskit_dtc_28_7.252_72520_1e-08_ScanPartitioner3_QSearch,28,3.59513998,54,54,4,4,137,249,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,5.928571429,22.28571429,1.928571429,3.857142857,,FALSE,BQSkit
qiskit_dtc_28_7.252_72520,qiskit_dtc_28_7.252_72520_1e-08_ScanPartitioner3_LEAP,28,3.388252974,54,54,4,4,137,249,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,5.928571429,24.78571429,1.928571429,4.357142857,,FALSE,BQSkit
qiskit_dtc_28_7.252_72520,qiskit_dtc_28_7.252_72520_OptimizationLevel3,28,0.01397180557,54,54,4,4,83,248,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_42_7.2653_72653,qiskit_dtc_42_7.2653_72653_1e-08_ScanPartitioner3_QSearch,42,4.996140003,82,82,4,4,207,375,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,5.952380952,22.52380952,1.952380952,3.904761905,,FALSE,BQSkit
qiskit_dtc_42_7.2653_72653,qiskit_dtc_42_7.2653_72653_1e-08_ScanPartitioner3_LEAP,42,4.516479969,82,82,4,4,207,375,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,5.952380952,23,1.952380952,4,,FALSE,BQSkit
qiskit_dtc_42_7.2653_72653,qiskit_dtc_42_7.2653_72653_OptimizationLevel3,42,0.02630591393,82,82,4,4,125,374,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_33_8.6637_86637,qiskit_dtc_33_8.6637_86637_1e-08_ScanPartitioner3_QSearch,33,4.265335798,64,64,4,4,162,294,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.125,23,2,4,,FALSE,BQSkit
qiskit_dtc_33_8.6637_86637,qiskit_dtc_33_8.6637_86637_1e-08_ScanPartitioner3_LEAP,33,4.649027348,64,64,4,4,162,294,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.125,23.9375,2,4.1875,,FALSE,BQSkit
qiskit_dtc_33_8.6637_86637,qiskit_dtc_33_8.6637_86637_OptimizationLevel3,33,0.02001023293,64,64,4,4,98,293,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_27_5.2172_52172,qiskit_dtc_27_5.2172_52172_1e-08_ScanPartitioner3_QSearch,27,4.473720551,52,52,4,4,132,240,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.153846154,23,2,4,,FALSE,BQSkit
qiskit_dtc_27_5.2172_52172,qiskit_dtc_27_5.2172_52172_1e-08_ScanPartitioner3_LEAP,27,3.501877308,52,52,4,4,132,240,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.153846154,23.76923077,2,4.153846154,,FALSE,BQSkit
qiskit_dtc_27_5.2172_52172,qiskit_dtc_27_5.2172_52172_OptimizationLevel3,27,0.01435732841,52,52,4,4,80,239,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_15_6.4387_64387,qiskit_dtc_15_6.4387_64387_1e-08_ScanPartitioner3_QSearch,15,3.416080475,28,28,4,4,72,132,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.285714286,23,2,4,,FALSE,BQSkit
qiskit_dtc_15_6.4387_64387,qiskit_dtc_15_6.4387_64387_1e-08_ScanPartitioner3_LEAP,15,3.318169832,28,28,4,4,72,132,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.285714286,23.71428571,2,4.142857143,,FALSE,BQSkit
qiskit_dtc_15_6.4387_64387,qiskit_dtc_15_6.4387_64387_OptimizationLevel3,15,0.0131893158,28,28,4,4,44,131,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_27_6.5845_65845,qiskit_dtc_27_6.5845_65845_1e-08_ScanPartitioner3_QSearch,27,4.79437232,52,52,4,4,132,240,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.153846154,23,2,4,,FALSE,BQSkit
qiskit_dtc_27_6.5845_65845,qiskit_dtc_27_6.5845_65845_1e-08_ScanPartitioner3_LEAP,27,4.07640624,52,52,4,4,132,240,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.153846154,23,2,4,,FALSE,BQSkit
qiskit_dtc_27_6.5845_65845,qiskit_dtc_27_6.5845_65845_OptimizationLevel3,27,0.01540398598,52,52,4,4,80,239,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_17_9.7628_97628,qiskit_dtc_17_9.7628_97628_1e-08_ScanPartitioner3_QSearch,17,3.881802797,32,32,4,4,82,150,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.25,23,2,4,,FALSE,BQSkit
qiskit_dtc_17_9.7628_97628,qiskit_dtc_17_9.7628_97628_1e-08_ScanPartitioner3_LEAP,17,3.42544198,32,32,4,4,82,150,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.25,24.875,2,4.375,,FALSE,BQSkit
qiskit_dtc_17_9.7628_97628,qiskit_dtc_17_9.7628_97628_OptimizationLevel3,17,0.01325511932,32,32,4,4,50,149,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_45_2.0933_20933,qiskit_dtc_45_2.0933_20933_1e-08_ScanPartitioner3_QSearch,45,4.382852316,88,88,4,4,222,402,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.090909091,23,2,4,,FALSE,BQSkit
qiskit_dtc_45_2.0933_20933,qiskit_dtc_45_2.0933_20933_1e-08_ScanPartitioner3_LEAP,45,4.189041615,88,88,4,4,222,402,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.090909091,24.36363636,2,4.272727273,,FALSE,BQSkit
qiskit_dtc_45_2.0933_20933,qiskit_dtc_45_2.0933_20933_OptimizationLevel3,45,0.02108263969,88,88,4,4,134,401,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_20_3.8472_38472,qiskit_dtc_20_3.8472_38472_1e-08_ScanPartitioner3_QSearch,20,4.109188795,38,38,4,4,97,177,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,5.9,22,1.9,3.8,,FALSE,BQSkit
qiskit_dtc_20_3.8472_38472,qiskit_dtc_20_3.8472_38472_1e-08_ScanPartitioner3_LEAP,20,4.344321251,38,38,4,4,97,177,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,5.9,24,1.9,4.2,,FALSE,BQSkit
qiskit_dtc_20_3.8472_38472,qiskit_dtc_20_3.8472_38472_OptimizationLevel3,20,0.01550626755,38,38,4,4,59,176,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_13_9.8958_98958,qiskit_dtc_13_9.8958_98958_1e-08_ScanPartitioner3_QSearch,13,3.737756014,24,24,4,4,62,114,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.333333333,23.83333333,2,4.166666667,,FALSE,BQSkit
qiskit_dtc_13_9.8958_98958,qiskit_dtc_13_9.8958_98958_1e-08_ScanPartitioner3_LEAP,13,3.282320023,24,24,4,4,62,114,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.333333333,23.83333333,2,4.166666667,,FALSE,BQSkit
qiskit_dtc_13_9.8958_98958,qiskit_dtc_13_9.8958_98958_OptimizationLevel3,13,0.01391601563,24,24,4,4,38,113,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_21_4.5811_45811,qiskit_dtc_21_4.5811_45811_1e-08_ScanPartitioner3_QSearch,21,3.779202461,40,40,4,4,102,186,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.2,23,2,4,,FALSE,BQSkit
qiskit_dtc_21_4.5811_45811,qiskit_dtc_21_4.5811_45811_1e-08_ScanPartitioner3_LEAP,21,4.185003757,40,40,4,4,102,186,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.2,24.5,2,4.3,,FALSE,BQSkit
qiskit_dtc_21_4.5811_45811,qiskit_dtc_21_4.5811_45811_OptimizationLevel3,21,0.01562786102,40,40,4,4,62,185,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_48_9.5613_95613,qiskit_dtc_48_9.5613_95613_1e-08_ScanPartitioner3_QSearch,48,4.607563496,94,94,4,4,237,429,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,5.958333333,22.58333333,1.958333333,3.916666667,,FALSE,BQSkit
qiskit_dtc_48_9.5613_95613,qiskit_dtc_48_9.5613_95613_1e-08_ScanPartitioner3_LEAP,48,3.993735552,94,94,4,4,237,429,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,5.958333333,23.20833333,1.958333333,4.041666667,,FALSE,BQSkit
qiskit_dtc_48_9.5613_95613,qiskit_dtc_48_9.5613_95613_OptimizationLevel3,48,0.1287786961,94,94,4,4,143,428,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_14_3.7161_37161,qiskit_dtc_14_3.7161_37161_1e-08_ScanPartitioner3_QSearch,14,3.496563435,26,26,4,4,67,123,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,5.857142857,21.57142857,1.857142857,3.714285714,,FALSE,BQSkit
qiskit_dtc_14_3.7161_37161,qiskit_dtc_14_3.7161_37161_1e-08_ScanPartitioner3_LEAP,14,3.517961979,26,26,4,4,67,123,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,5.857142857,23.71428571,1.857142857,4.142857143,,FALSE,BQSkit
qiskit_dtc_14_3.7161_37161,qiskit_dtc_14_3.7161_37161_OptimizationLevel3,14,0.0133471489,26,26,4,4,41,122,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_15_5.399_53990,qiskit_dtc_15_5.399_53990_1e-08_ScanPartitioner3_QSearch,15,4.029860735,28,28,4,4,72,132,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.285714286,23,2,4,,FALSE,BQSkit
qiskit_dtc_15_5.399_53990,qiskit_dtc_15_5.399_53990_1e-08_ScanPartitioner3_LEAP,15,3.257774591,28,28,4,4,72,132,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.285714286,23.71428571,2,4.142857143,,FALSE,BQSkit
qiskit_dtc_15_5.399_53990,qiskit_dtc_15_5.399_53990_OptimizationLevel3,15,0.01082324982,28,28,4,4,44,131,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_11_6.3968_63968,qiskit_dtc_11_6.3968_63968_1e-08_ScanPartitioner3_QSearch,11,3.459348202,20,20,4,4,52,96,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.4,23,2,4,,FALSE,BQSkit
qiskit_dtc_11_6.3968_63968,qiskit_dtc_11_6.3968_63968_1e-08_ScanPartitioner3_LEAP,11,3.418444633,20,20,4,4,52,96,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.4,23,2,4,,FALSE,BQSkit
qiskit_dtc_11_6.3968_63968,qiskit_dtc_11_6.3968_63968_OptimizationLevel3,11,0.01424002647,20,20,4,4,32,95,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_45_7.0243_70243,qiskit_dtc_45_7.0243_70243_1e-08_ScanPartitioner3_QSearch,45,5.040956259,88,88,4,4,222,402,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.090909091,23.22727273,2,4.045454545,,FALSE,BQSkit
qiskit_dtc_45_7.0243_70243,qiskit_dtc_45_7.0243_70243_1e-08_ScanPartitioner3_LEAP,45,4.13430047,88,88,4,4,222,402,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.090909091,24.59090909,2,4.318181818,,FALSE,BQSkit
qiskit_dtc_45_7.0243_70243,qiskit_dtc_45_7.0243_70243_OptimizationLevel3,45,0.02124667168,88,88,4,4,134,401,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_49_1.0901_10901,qiskit_dtc_49_1.0901_10901_1e-08_ScanPartitioner3_QSearch,49,4.385236263,96,96,4,4,242,438,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.083333333,23,2,4,,FALSE,BQSkit
qiskit_dtc_49_1.0901_10901,qiskit_dtc_49_1.0901_10901_1e-08_ScanPartitioner3_LEAP,49,4.648498297,96,96,4,4,242,438,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.083333333,23.625,2,4.125,,FALSE,BQSkit
qiskit_dtc_49_1.0901_10901,qiskit_dtc_49_1.0901_10901_OptimizationLevel3,49,0.02032566071,96,96,4,4,146,437,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_40_5.8766_58766,qiskit_dtc_40_5.8766_58766_1e-08_ScanPartitioner3_QSearch,40,3.848548174,78,78,4,4,197,357,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,5.95,22.5,1.95,3.9,,FALSE,BQSkit
qiskit_dtc_40_5.8766_58766,qiskit_dtc_40_5.8766_58766_1e-08_ScanPartitioner3_LEAP,40,3.795752525,78,78,4,4,197,357,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,5.95,24.25,1.95,4.25,,FALSE,BQSkit
qiskit_dtc_40_5.8766_58766,qiskit_dtc_40_5.8766_58766_OptimizationLevel3,40,0.016882658,78,78,4,4,119,356,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_49_5.1471_51471,qiskit_dtc_49_5.1471_51471_1e-08_ScanPartitioner3_QSearch,49,4.202132702,96,96,4,4,242,438,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.083333333,23,2,4,,FALSE,BQSkit
qiskit_dtc_49_5.1471_51471,qiskit_dtc_49_5.1471_51471_1e-08_ScanPartitioner3_LEAP,49,4.061259508,96,96,4,4,242,438,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.083333333,25.08333333,2,4.416666667,,FALSE,BQSkit
qiskit_dtc_49_5.1471_51471,qiskit_dtc_49_5.1471_51471_OptimizationLevel3,49,0.01917028427,96,96,4,4,146,437,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_9_9.4888_94888,qiskit_dtc_9_9.4888_94888_1e-08_ScanPartitioner3_QSearch,9,3.662054539,16,16,4,4,42,78,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.5,23,2,4,,FALSE,BQSkit
qiskit_dtc_9_9.4888_94888,qiskit_dtc_9_9.4888_94888_1e-08_ScanPartitioner3_LEAP,9,3.541272402,16,16,4,4,42,78,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.5,24.25,2,4.25,,FALSE,BQSkit
qiskit_dtc_9_9.4888_94888,qiskit_dtc_9_9.4888_94888_OptimizationLevel3,9,0.008680820465,16,16,4,4,26,77,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_11_2.6125_26125,qiskit_dtc_11_2.6125_26125_1e-08_ScanPartitioner3_QSearch,11,3.4561553,20,20,4,4,52,96,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.4,23,2,4,,FALSE,BQSkit
qiskit_dtc_11_2.6125_26125,qiskit_dtc_11_2.6125_26125_1e-08_ScanPartitioner3_LEAP,11,3.231561184,20,20,4,4,52,96,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.4,24,2,4.2,,FALSE,BQSkit
qiskit_dtc_11_2.6125_26125,qiskit_dtc_11_2.6125_26125_OptimizationLevel3,11,0.01072573662,20,20,4,4,32,95,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_7_2.4461_24461,qiskit_dtc_7_2.4461_24461_1e-08_ScanPartitioner3_QSearch,7,4.119548082,12,12,4,4,32,60,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.666666667,23,2,4,,FALSE,BQSkit
qiskit_dtc_7_2.4461_24461,qiskit_dtc_7_2.4461_24461_1e-08_ScanPartitioner3_LEAP,7,3.186434031,12,12,4,4,32,60,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.666666667,23,2,4,,FALSE,BQSkit
qiskit_dtc_7_2.4461_24461,qiskit_dtc_7_2.4461_24461_OptimizationLevel3,7,0.008223772049,12,12,4,4,20,59,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_24_4.0121_40121,qiskit_dtc_24_4.0121_40121_1e-08_ScanPartitioner3_QSearch,24,3.668535709,46,46,4,4,117,213,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,5.916666667,22.16666667,1.916666667,3.833333333,,FALSE,BQSkit
qiskit_dtc_24_4.0121_40121,qiskit_dtc_24_4.0121_40121_1e-08_ScanPartitioner3_LEAP,24,3.672850847,46,46,4,4,117,213,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,5.916666667,23,1.916666667,4,,FALSE,BQSkit
qiskit_dtc_24_4.0121_40121,qiskit_dtc_24_4.0121_40121_OptimizationLevel3,24,0.01435780525,46,46,4,4,71,212,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_30_6.3204_63204,qiskit_dtc_30_6.3204_63204_1e-08_ScanPartitioner3_QSearch,30,4.315915823,58,58,4,4,147,267,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,5.933333333,22.33333333,1.933333333,3.866666667,,FALSE,BQSkit
qiskit_dtc_30_6.3204_63204,qiskit_dtc_30_6.3204_63204_1e-08_ScanPartitioner3_LEAP,30,3.349892378,58,58,4,4,147,267,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,5.933333333,22.66666667,1.933333333,3.933333333,,FALSE,BQSkit
qiskit_dtc_30_6.3204_63204,qiskit_dtc_30_6.3204_63204_OptimizationLevel3,30,0.01540350914,58,58,4,4,89,266,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_21_3.1744_31744,qiskit_dtc_21_3.1744_31744_1e-08_ScanPartitioner3_QSearch,21,3.531101227,40,40,4,4,102,186,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.2,23.5,2,4.1,,FALSE,BQSkit
qiskit_dtc_21_3.1744_31744,qiskit_dtc_21_3.1744_31744_1e-08_ScanPartitioner3_LEAP,21,3.297966003,40,40,4,4,102,186,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.2,24,2,4.2,,FALSE,BQSkit
qiskit_dtc_21_3.1744_31744,qiskit_dtc_21_3.1744_31744_OptimizationLevel3,21,0.01193976402,40,40,4,4,62,185,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_47_5.4149_54149,qiskit_dtc_47_5.4149_54149_1e-08_ScanPartitioner3_QSearch,47,4.759518623,92,92,4,4,232,420,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.086956522,23,2,4,,FALSE,BQSkit
qiskit_dtc_47_5.4149_54149,qiskit_dtc_47_5.4149_54149_1e-08_ScanPartitioner3_LEAP,47,4.452067375,92,92,4,4,232,420,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.086956522,24.08695652,2,4.217391304,,FALSE,BQSkit
qiskit_dtc_47_5.4149_54149,qiskit_dtc_47_5.4149_54149_OptimizationLevel3,47,0.01863694191,92,92,4,4,140,419,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_16_3.3391_33391,qiskit_dtc_16_3.3391_33391_1e-08_ScanPartitioner3_QSearch,16,3.834930182,30,30,4,4,77,141,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,5.875,21.75,1.875,3.75,,FALSE,BQSkit
qiskit_dtc_16_3.3391_33391,qiskit_dtc_16_3.3391_33391_1e-08_ScanPartitioner3_LEAP,16,3.857720375,30,30,4,4,77,141,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,5.875,24.875,1.875,4.375,,FALSE,BQSkit
qiskit_dtc_16_3.3391_33391,qiskit_dtc_16_3.3391_33391_OptimizationLevel3,16,0.01029276848,30,30,4,4,47,140,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_11_4.5424_45424,qiskit_dtc_11_4.5424_45424_1e-08_ScanPartitioner3_QSearch,11,3.904206038,20,20,4,4,52,96,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,6.4,23,2,4,,FALSE,BQSkit
qiskit_dtc_11_4.5424_45424,qiskit_dtc_11_4.5424_45424_1e-08_ScanPartitioner3_LEAP,11,-5.989144802,20,20,4,4,52,96,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,6.4,23,2,4,,FALSE,BQSkit
qiskit_dtc_11_4.5424_45424,qiskit_dtc_11_4.5424_45424_OptimizationLevel3,11,0.01134729385,20,20,4,4,32,95,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
qiskit_dtc_28_8.8746_88746,qiskit_dtc_28_8.8746_88746_1e-08_ScanPartitioner3_QSearch,28,3.784509659,54,54,4,4,137,249,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1.00E-08,less-than-multi,3,2^3,5.928571429,22.28571429,1.928571429,3.857142857,,FALSE,BQSkit
qiskit_dtc_28_8.8746_88746,qiskit_dtc_28_8.8746_88746_1e-08_ScanPartitioner3_LEAP,28,3.274991512,54,54,4,4,137,249,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1.00E-08,less-than-multi,3,2^3,5.928571429,24.07142857,1.928571429,4.214285714,,FALSE,BQSkit
